city_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Big Spring,US,32.2504,-101.4787,88.25,58,40,19.57,scattered clouds
349,Talnakh,RU,69.4865,88.3972,13.87,99,99,5.68,overcast clouds
350,Ust-Uda,RU,54.1742,103.0304,29.88,64,9,4.41,clear sky
351,Lerwick,GB,60.1545,-1.1494,48.2,82,100,19.28,overcast clouds
352,Kelme,LT,55.6339,22.9342,50.02,77,90,7.9,overcast clouds
353,Mannarakkat,IN,10.9833,76.4667,74.89,96,100,1.32,light rain
354,Torbay,CA,47.6666,-52.7314,56.17,37,20,12.66,few clouds
355,Takoradi,GH,4.8845,-1.7554,81.14,82,100,7.38,overcast clouds
356,Luau,AO,-10.7073,22.2247,68.32,56,20,6.4,few clouds
357,Grand Gaube,MU,-20.0064,57.6608,76.37,79,23,1.01,few clouds
358,Sunrise Manor,US,36.2111,-115.0731,76.89,11,20,18.41,few clouds
359,Ugoofaaru,MV,5.6667,73.0,83.75,78,100,18.99,overcast clouds
360,Fort Nelson,CA,58.8053,-122.7002,45.99,49,20,0.0,few clouds
361,Eureka,US,40.8021,-124.1637,57.2,60,18,5.01,few clouds
362,Priiskovyy,RU,51.9333,116.6333,30.69,79,98,6.29,overcast clouds
363,Inongo,CD,-1.95,18.2667,76.82,78,100,3.96,light rain
364,Irbit,RU,57.6705,63.071,58.98,42,100,11.74,overcast clouds
365,Portland,US,45.5234,-122.6762,61.56,50,75,4.61,broken clouds
366,Qui Nhon,VN,13.7667,109.2333,77.79,89,33,5.01,scattered clouds
367,Acarau,BR,-2.8856,-40.12,77.23,87,99,9.6,overcast clouds
368,Pinheiro Machado,BR,-31.5783,-53.3811,58.05,96,99,1.9,overcast clouds
369,Petropavlovka,RU,50.6114,105.3196,32.86,49,100,4.32,overcast clouds
370,High Level,CA,58.5169,-117.136,35.71,64,100,4.61,overcast clouds
371,Namibe,AO,-15.1961,12.1522,74.75,56,1,7.11,clear sky
372,Kalmunai,LK,7.4167,81.8167,80.2,82,100,6.29,overcast clouds
373,Narsaq,GL,60.9167,-46.05,50.22,79,51,5.41,broken clouds
374,Bairiki,KI,1.3292,172.9752,82.4,78,20,8.05,few clouds
375,Champerico,GT,14.3,-91.9167,95.54,66,29,10.78,scattered clouds
376,Antofagasta,CL,-23.65,-70.4,63.68,74,1,4.34,clear sky
377,Velsk,RU,61.0701,42.0983,36.72,71,97,3.94,overcast clouds
378,Saint-Joseph,RE,-21.3667,55.6167,71.98,79,6,3.69,clear sky
379,Karaton,ID,-6.3424,106.1045,76.53,94,87,2.1,light rain
380,Baherden,TM,38.4362,57.4316,68.67,55,100,9.24,light rain
381,Cabo San Lucas,MX,22.8909,-109.9124,89.62,32,0,12.66,clear sky
382,Bosaso,SO,11.2842,49.1816,82.2,58,17,4.47,few clouds
383,Machiques,VE,10.0644,-72.545,85.26,74,100,1.34,overcast clouds
384,Challapata,BO,-18.9,-66.7667,52.81,17,0,4.68,clear sky
385,Abashiri,JP,44.0213,144.2697,43.95,71,0,6.67,clear sky
386,Samarai,PG,-10.6167,150.6667,82.6,82,100,14.2,overcast clouds
387,Coihaique,CL,-45.5752,-72.0662,54.21,58,20,3.44,few clouds
388,Chama,CH,47.1821,8.4636,64.62,72,100,2.3,overcast clouds
389,Huangzhou,CN,30.45,114.8,64.4,79,100,4.0,overcast clouds
390,Calama,CL,-22.4667,-68.9333,73.89,9,0,24.16,clear sky
391,North Battleford,CA,52.7834,-108.2847,51.4,57,75,14.97,broken clouds
392,Tuy Hoa,VN,13.0833,109.3,76.48,89,28,3.96,scattered clouds
393,Trairi,BR,-3.2778,-39.2689,74.93,88,100,7.09,overcast clouds
394,Kungurtug,RU,50.5994,97.5228,29.91,58,100,3.38,light snow
395,Moerai,PF,-22.4333,-151.3333,78.94,78,11,2.08,light rain
396,Beni,CD,0.5,29.4667,63.46,93,60,2.82,light rain
397,Volovo,UA,48.5246,23.5056,47.34,93,39,3.83,scattered clouds
398,Caravelas,BR,-17.7125,-39.2481,72.64,82,4,5.68,clear sky
399,Sussex,US,41.1834,-74.6663,74.61,26,0,11.5,clear sky
400,Kiunga,PG,-6.1219,141.2906,74.95,99,100,2.3,light rain
401,Alyangula,AU,-13.8483,136.4192,78.67,89,100,5.75,overcast clouds
402,Antigonish,CA,45.6169,-61.9986,53.78,59,0,8.66,clear sky
403,Vardo,NO,70.3705,31.1107,37.38,93,75,11.5,broken clouds
404,Sabha,LY,27.0377,14.4283,80.55,19,65,11.14,broken clouds
405,Zonguldak,TR,41.25,31.8333,41.59,82,2,3.58,clear sky
406,Vitim,RU,59.4511,112.5578,25.86,90,69,1.48,broken clouds
407,Port Lincoln,AU,-34.7333,135.8667,57.56,67,0,6.06,clear sky
408,Madang,PG,-5.2246,145.7966,77.47,92,55,2.26,broken clouds
409,Storm Lake,US,42.6411,-95.2097,74.44,35,100,18.41,overcast clouds
410,Longyearbyen,SJ,78.2186,15.6401,21.04,58,20,5.75,few clouds
411,Ancud,CL,-41.8697,-73.8203,52.59,76,55,3.06,broken clouds
412,Tuatapere,NZ,-46.1333,167.6833,44.06,81,8,4.76,clear sky
413,Moberly,US,39.4184,-92.4382,89.92,57,40,13.8,scattered clouds
414,Alice Springs,AU,-23.7,133.8833,42.35,75,0,0.0,clear sky
415,Baiima,SL,8.1,-11.85,78.31,81,99,4.63,overcast clouds
416,Cacoal,BR,-11.4386,-61.4472,80.98,81,54,2.13,broken clouds
417,Pa Sang,TH,18.5262,98.9394,80.02,61,100,1.45,light rain
418,Antalaha,MG,-14.9003,50.2788,72.54,91,11,3.94,few clouds
419,Kaga,JP,36.2997,136.3145,55.33,88,75,3.44,moderate rain
420,Phetchaburi,TH,12.9667,99.5833,74.75,93,99,2.42,light rain
421,Fermo,IT,43.1647,13.7233,63.86,74,0,5.66,clear sky
422,Biak,ID,-0.9131,122.8766,76.1,86,100,1.34,light rain
423,Ngunguru,NZ,-35.6167,174.5,56.03,69,0,10.74,clear sky
424,Quatre Cocos,MU,-20.2078,57.7625,76.08,82,78,9.66,light rain
425,Sitka,US,57.0531,-135.33,44.49,70,100,9.22,light rain
426,Minsk,BY,53.9,27.5667,42.55,63,99,3.33,overcast clouds
427,Ixtapa,MX,20.7,-105.2,83.43,58,40,10.36,scattered clouds
428,Arman,RU,59.7,150.1667,34.02,99,100,6.62,light snow
429,Togur,RU,58.3631,82.8265,41.32,60,1,5.55,clear sky
430,Tabou,CI,4.423,-7.3528,80.38,83,91,6.38,overcast clouds
431,Cap Malheureux,MU,-19.9842,57.6142,76.46,79,20,1.01,few clouds
432,Bafut,CM,6.0833,10.1,66.47,95,99,0.94,overcast clouds
433,Baisha,CN,26.5222,110.9311,62.51,97,100,1.36,overcast clouds
434,Bitung,ID,1.4451,125.1824,76.05,87,100,8.46,overcast clouds
435,Porterville,US,36.0652,-119.0168,66.51,31,40,5.46,scattered clouds
436,Mopti,ML,14.6667,-4.0,92.03,5,68,6.51,broken clouds
437,Aksu,CN,41.1231,80.2644,76.06,19,84,7.9,broken clouds
438,Luanda,AO,-8.8368,13.2343,78.8,83,75,4.61,broken clouds
439,Serenje,ZM,-13.2325,30.2352,58.89,67,6,3.49,clear sky
440,Bolshaya Martynovka,RU,47.271,41.6679,44.82,73,67,9.17,broken clouds
441,Palmer,US,42.1584,-72.3287,69.4,22,20,12.66,few clouds
442,Cuamba,MZ,-14.8031,36.5372,65.91,78,67,2.89,broken clouds
443,Mount Gambier,AU,-37.8333,140.7667,39.11,100,100,0.0,fog
444,Geraldton,AU,-28.7667,114.6,61.21,88,40,3.44,scattered clouds
445,Seoul,KR,37.5683,126.9778,58.6,61,0,4.61,clear sky
446,Ferme-Neuve,CA,46.7001,-75.4493,74.03,26,100,9.53,overcast clouds
447,Teya,RU,60.3778,92.6267,26.29,97,24,3.31,few clouds
448,Hervey Bay,AU,-25.2986,152.8535,69.03,95,100,3.0,light rain
449,Casas Grandes,MX,30.3667,-107.95,88.45,10,18,20.38,few clouds
450,Baruun-Urt,MN,46.6806,113.2792,28.85,53,54,13.2,broken clouds
451,Cardston,CA,49.2,-113.3019,53.89,28,95,19.57,overcast clouds
452,Nelson Bay,AU,-32.7167,152.15,69.01,81,100,1.01,overcast clouds
453,Pringsewu,ID,-5.3582,104.9744,75.74,98,79,3.24,broken clouds
454,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,26,0,9.22,clear sky
455,Salta,AR,-24.7859,-65.4117,73.99,56,20,8.05,few clouds
456,Holme,DK,56.1138,10.1725,53.17,83,58,10.92,broken clouds
457,Sergeyevka,KZ,53.88,67.4158,52.03,77,100,15.48,light rain
458,Filingue,NE,14.3521,3.3168,94.06,21,50,7.4,scattered clouds
459,Arona,ES,28.0996,-16.681,68.99,76,40,2.3,scattered clouds
460,Fairbanks,US,64.8378,-147.7164,37.6,88,100,13.8,light snow
461,Altay,CN,47.8667,88.1167,47.75,25,62,8.93,broken clouds
462,Mareeba,AU,-17.0,145.4333,68.43,95,100,3.69,overcast clouds
463,Whitehorse,CA,60.7161,-135.0538,43.11,80,100,8.05,light rain
464,Tharad,IN,24.3961,71.6267,86.0,55,18,11.18,few clouds
465,Hailar,CN,49.2,119.7,34.03,49,98,6.49,overcast clouds
466,Gunjur,GM,13.2019,-16.7339,75.27,78,0,10.36,clear sky
467,Viedma,AR,-40.8135,-62.9967,55.4,64,1,10.36,clear sky
468,Aksarka,RU,66.5606,67.7975,25.14,99,87,7.9,overcast clouds
469,Ballina,AU,-28.8667,153.5667,69.76,64,75,12.66,broken clouds
470,Akyab,MM,20.15,92.9,78.42,87,100,2.35,overcast clouds
471,Saint-Augustin,CA,51.226,-58.6502,58.95,50,96,14.5,overcast clouds
472,Mosquera,CO,4.7059,-74.2302,60.89,82,75,6.91,broken clouds
473,Cassia,BR,-20.5831,-46.9219,70.68,55,60,3.18,broken clouds
474,Porangatu,BR,-13.4408,-49.1486,81.21,42,38,1.25,scattered clouds
475,Hobyo,SO,5.3505,48.5268,82.53,73,95,22.93,overcast clouds
476,Durazno,UY,-33.4131,-56.5006,64.35,77,75,4.61,broken clouds
477,Nacogdoches,US,31.6002,-94.6335,90.34,59,0,7.14,clear sky
478,Vestmannaeyjar,IS,63.4427,-20.2734,46.06,69,64,9.75,broken clouds
479,Zambezi,ZM,-13.5432,23.1047,64.87,59,11,4.83,few clouds
480,Beloha,MG,-25.1667,45.05,64.49,89,12,2.95,few clouds
481,Jumla,NP,29.2747,82.1838,56.48,88,95,0.38,overcast clouds
482,Huarmey,PE,-10.0681,-78.1522,69.31,75,5,9.91,clear sky
483,Caceres,ES,39.522,-6.3748,72.34,38,50,2.53,scattered clouds
484,Bambous Virieux,MU,-20.3428,57.7575,76.21,94,20,3.44,light rain
485,Jorochito,BO,-18.05,-63.4333,75.52,84,70,0.83,broken clouds
486,Mount Isa,AU,-20.7333,139.5,64.17,100,100,8.05,overcast clouds
487,Bonfim,BR,3.0833,-59.95,87.71,56,75,5.66,broken clouds
488,Jalu,LY,29.0331,21.5482,72.25,31,74,12.82,broken clouds
489,Hurricane,US,37.1753,-113.2899,70.7,10,100,20.0,overcast clouds
490,Panaba,MX,21.2833,-88.2667,93.4,42,1,19.15,clear sky
491,Port Hedland,AU,-20.3167,118.5667,60.85,29,52,9.22,broken clouds
492,Flinders,AU,-34.5833,150.8552,62.38,88,100,4.0,light rain
493,Omboue,GA,-1.5746,9.2618,78.22,90,99,5.55,light rain
494,Straumen,NO,63.8709,11.2999,50.0,86,98,1.21,light rain
495,Kununurra,AU,-15.7667,128.7333,60.78,82,38,0.0,scattered clouds
496,Genhe,CN,50.7833,121.5167,27.73,69,1,1.7,clear sky
497,Statesboro,US,32.4488,-81.7832,82.2,24,0,9.22,clear sky
498,Honiara,SB,-9.4333,159.95,82.45,77,98,5.57,overcast clouds
499,Klyuchi,RU,52.2667,79.1667,47.98,37,97,9.04,overcast clouds
500,Bar Harbor,US,44.3876,-68.2039,69.94,39,0,9.22,clear sky
501,Gayny,RU,60.3071,54.3241,50.32,77,100,7.61,overcast clouds
502,Rio Gallegos,AR,-51.6226,-69.2181,50.05,40,0,4.61,clear sky
503,Trelew,AR,-43.249,-65.3051,54.3,62,0,10.47,clear sky
504,Atar,MR,20.5169,-13.0499,92.68,12,35,8.12,scattered clouds
505,Marsa Matruh,EG,31.3525,27.2453,64.27,77,22,1.54,few clouds
506,Capim Grosso,BR,-11.3811,-40.0128,76.23,61,82,9.1,broken clouds
507,Ponta Delgada,PT,37.7333,-25.6667,68.5,77,20,11.5,few clouds
508,Elko,US,41.0002,-115.5012,42.64,51,74,13.0,broken clouds
509,College,US,64.8569,-147.8028,37.58,88,100,13.8,light snow
510,Wendo,ET,6.6,38.4167,59.94,82,33,4.92,scattered clouds
511,Hamilton,US,39.1834,-84.5333,86.63,57,40,11.5,scattered clouds
512,Shelburne,CA,44.0787,-80.2041,74.19,50,100,11.59,overcast clouds
513,Stony Mountain,CA,50.0864,-97.2196,69.82,34,40,18.41,scattered clouds
514,Kautokeino,NO,69.0125,23.0412,35.02,100,100,1.14,light snow
515,Maniitsoq,GL,65.4167,-52.9,32.18,72,60,7.92,broken clouds
516,Plettenberg Bay,ZA,-34.0527,23.3716,58.93,77,47,7.38,scattered clouds
517,Pangnirtung,CA,66.1451,-65.7125,30.2,86,20,9.22,few clouds
518,Muros,ES,42.7762,-9.0603,58.64,82,32,5.88,scattered clouds
519,Porirua,NZ,-41.1333,174.85,53.02,76,92,11.77,overcast clouds
520,Uglovskoye,RU,51.3557,80.1942,49.53,33,96,13.15,overcast clouds
521,Bansi,IN,27.1833,82.9333,86.11,47,60,8.12,broken clouds
522,Pirovskoye,RU,57.6267,92.2658,32.16,54,2,0.85,clear sky
523,San Jose De Guanipa,VE,8.8872,-64.1651,89.4,40,17,12.15,few clouds
524,Chaman,PK,30.9236,66.4512,75.96,16,0,2.28,clear sky
525,Ca Mau,VN,9.1769,105.15,79.3,91,87,3.58,overcast clouds
526,Tabas,IR,33.5959,56.9244,77.22,14,0,4.61,clear sky
527,Serra Talhada,BR,-7.9919,-38.2983,79.86,55,99,14.2,overcast clouds
528,Korsakov,RU,46.6328,142.7813,31.84,85,0,3.69,clear sky
529,Clarksdale,US,34.2001,-90.5709,91.38,52,20,13.8,few clouds
530,San Mateo Del Mar,MX,16.2,-95.0,86.52,73,44,18.23,scattered clouds
531,Mackay,AU,-21.15,149.2,71.69,94,100,9.22,light intensity shower rain
532,Nassjo,SE,57.6531,14.6968,52.72,87,100,14.25,overcast clouds
533,Rasskazovo,RU,52.6714,41.9033,37.42,97,100,9.08,light rain
534,Gashua,NG,12.871,11.0482,93.38,29,98,7.67,overcast clouds
535,Khorixas,NA,-20.3667,14.9667,71.44,21,0,5.21,clear sky
536,Hambantota,LK,6.1241,81.1185,81.28,79,99,22.46,overcast clouds
537,Bondo,CD,3.8146,23.6866,70.84,98,90,2.21,light rain
538,Mercedes,AR,-34.6515,-59.4307,65.03,69,79,5.55,broken clouds
539,Coahuayana,MX,18.7333,-103.6833,90.61,45,94,7.76,overcast clouds
540,Puerto Cabello,VE,10.4731,-68.0125,80.67,81,100,8.5,overcast clouds
541,Vernon,CA,50.2581,-119.2691,60.22,40,100,4.61,overcast clouds
542,Skjervoy,NO,70.0311,20.9714,37.4,89,100,8.81,overcast clouds
543,Cairns,AU,-16.9167,145.7667,73.06,97,100,8.05,light intensity shower rain
544,Sattahip,TH,12.6664,100.9007,84.97,89,20,2.3,few clouds
545,Ossora,RU,59.2353,163.0719,33.87,98,99,2.55,overcast clouds
546,Usinsk,RU,65.9939,57.5281,29.46,78,20,6.78,few clouds
547,Maraa,BR,-1.8333,-65.3667,80.04,94,71,2.64,light rain
548,Little Rock,US,34.7465,-92.2896,91.8,62,40,12.66,scattered clouds
549,Ulaangom,MN,49.9811,92.0667,36.32,63,0,3.62,clear sky
550,Lakes Entrance,AU,-37.8811,147.981,53.24,84,100,4.14,overcast clouds
551,Nanakuli,US,21.3906,-158.1547,80.55,60,20,13.8,few clouds
552,Merauke,ID,-8.4667,140.3333,77.74,91,99,4.18,overcast clouds
553,Turkistan,KZ,43.0,68.0,66.07,52,2,9.44,clear sky
554,Sarakhs,IR,36.5449,61.1577,66.34,63,5,4.61,clear sky
555,Mrakovo,RU,52.7161,56.6244,48.47,93,100,5.82,light rain
556,Xining,CN,36.6167,101.7667,48.74,76,98,1.81,overcast clouds
557,Mbandaka,CD,0.0487,18.2603,74.79,86,42,2.93,scattered clouds
558,Marzuq,YE,14.4,46.4667,74.77,48,7,4.7,clear sky
559,Panjab,AF,34.388,67.0233,54.61,41,40,4.09,scattered clouds
560,Luena,AO,-11.7833,19.9167,61.84,62,75,4.36,broken clouds
561,Katima Mulilo,NA,-17.5,24.2667,64.69,37,0,2.73,clear sky
562,Ulladulla,AU,-35.35,150.4667,56.3,79,100,5.97,overcast clouds
563,Baykit,RU,61.67,96.37,28.6,97,24,1.86,few clouds
564,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.03,82,61,2.84,light rain
565,Korla,CN,41.7597,86.1469,73.85,26,55,13.49,broken clouds
566,Leshukonskoye,RU,64.8989,45.7622,36.46,79,10,5.17,clear sky
567,Katsuura,JP,35.1333,140.3,58.53,85,100,8.57,overcast clouds
568,Kutum,SD,14.2,24.6667,80.58,10,53,8.19,broken clouds
569,Goma,CD,-1.6792,29.2228,62.98,90,78,2.93,light rain
570,Raghogarh,IN,24.45,77.2,89.49,25,2,8.34,clear sky
571,Guijalo,PH,13.7373,123.868,78.42,87,64,2.35,broken clouds
572,Miraflores,MX,19.2167,-98.8083,86.76,14,54,8.46,broken clouds
573,Diamantina,BR,-18.2494,-43.6003,60.66,57,4,2.01,clear sky
574,Pedernales,DO,18.0384,-71.744,85.42,58,38,7.29,scattered clouds
575,Poitiers,FR,46.5833,0.3333,70.21,49,0,3.44,clear sky
576,Pilot Butte,CA,50.4668,-104.4178,49.73,72,75,13.8,broken clouds
577,Vilhena,BR,-12.7406,-60.1458,84.42,61,20,9.22,few clouds
578,Esil,KZ,51.9556,66.4042,54.39,82,76,11.05,broken clouds
579,Manavalakurichi,IN,8.1333,77.3,81.36,83,100,20.33,overcast clouds
580,Carauari,BR,-4.8828,-66.8958,80.4,85,83,4.41,broken clouds
581,Lazo,RU,43.3817,133.9014,48.42,31,100,1.36,overcast clouds
582,Bocas Del Toro,PA,9.3333,-82.25,83.75,67,100,7.56,overcast clouds
583,Minatitlan,MX,17.9833,-94.5167,96.57,46,7,18.59,clear sky
584,Meulaboh,ID,4.1363,96.1285,77.23,91,100,4.29,overcast clouds
585,Porbandar,IN,21.6422,69.6093,82.58,78,13,13.31,few clouds
586,Kumla,SE,59.1277,15.1434,55.35,94,75,18.41,light rain
587,Along,IN,28.1667,94.7667,70.34,99,100,1.66,overcast clouds
588,Healesville,AU,-37.65,145.5167,59.45,78,100,2.28,light rain
589,Saint Pete Beach,US,27.7253,-82.7412,87.24,49,0,11.5,clear sky
590,Anadyr,RU,64.75,177.4833,41.5,70,40,6.71,scattered clouds
591,Wagar,SD,16.1525,36.2032,87.66,13,5,21.5,clear sky
592,Grafenhainichen,DE,51.7333,12.45,70.25,72,99,7.25,overcast clouds
593,Cochrane,CA,51.1834,-114.4687,51.62,42,100,20.71,light rain
594,Balakhninskiy,RU,58.0106,114.2769,25.09,85,88,3.36,overcast clouds
595,Zverinogolovskoye,RU,54.4586,64.8542,52.93,79,100,17.63,light rain
596,Pacific Grove,US,36.6177,-121.9166,62.02,61,40,12.66,scattered clouds
597,Tulum,MX,20.2167,-87.4667,86.76,56,5,8.32,clear sky
598,El Alto,PE,-4.2714,-81.2147,74.86,75,56,12.3,broken clouds
599,Padang,ID,-0.9492,100.3543,78.78,83,100,4.9,overcast clouds
600,Manono,CD,-7.3,27.4167,69.3,62,24,3.36,few clouds
601,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,73,75,13.02,broken clouds
602,Shingu,JP,33.7333,135.9833,62.67,87,100,8.46,overcast clouds
603,Tefe,BR,-3.3542,-64.7114,93.31,55,20,5.75,few clouds
604,Cooma,AU,-36.2333,149.1333,46.17,100,100,0.0,overcast clouds
605,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,86,9,8.68,clear sky
606,Bari,IT,41.1177,16.8512,64.87,74,0,5.75,clear sky
607,Trzcianka,PL,53.0406,16.4563,59.56,65,100,8.93,overcast clouds
608,Moussoro,TD,13.6408,16.4901,92.95,33,89,9.73,overcast clouds
609,Shakawe,BW,-18.3667,21.85,60.04,24,0,3.31,clear sky
610,Chapais,CA,49.7834,-74.8492,74.98,27,98,13.69,overcast clouds
611,Erenhot,CN,43.6475,111.9767,38.62,32,0,12.77,clear sky
612,Beyneu,KZ,45.3167,55.2,57.24,76,0,14.29,clear sky
613,Tahta,EG,26.7693,31.5021,79.92,17,8,7.11,clear sky
614,Awbari,LY,26.5921,12.7805,80.01,14,32,6.8,scattered clouds
615,Mayumba,GA,-3.432,10.6554,78.28,93,83,5.06,broken clouds
616,Yenangyaung,MM,20.4667,94.8833,81.05,76,97,8.25,overcast clouds
617,Guangyuan,CN,32.442,105.823,65.1,91,100,5.23,overcast clouds
618,Hofn,IS,64.2539,-15.2082,41.27,60,100,21.88,overcast clouds
619,Salalah,OM,17.0151,54.0924,82.49,83,0,3.44,clear sky
620,Pauini,BR,-7.7136,-66.9764,83.35,71,86,0.89,overcast clouds
621,Belaya Gora,RU,68.5333,146.4167,16.29,83,24,5.1,few clouds
622,Burgeo,CA,47.6167,-57.6152,46.18,55,1,7.83,clear sky
623,Tigil,RU,57.8,158.6667,42.03,76,5,4.07,clear sky
624,Calabozo,VE,8.9242,-67.4293,89.11,48,99,3.24,overcast clouds
625,Kamaishi,JP,39.2667,141.8833,54.66,52,58,5.57,broken clouds
626,Ellisras,ZA,-23.6649,27.7443,60.57,59,0,2.46,clear sky
627,Shellbrook,CA,53.2168,-106.4011,52.83,46,100,11.56,overcast clouds
628,Bud,US,39.447,-86.1758,87.21,64,69,8.93,broken clouds
629,Santiago,CL,-33.4569,-70.6483,77.29,36,100,13.8,haze
630,Khani,GE,41.9563,42.9566,44.17,96,86,1.3,overcast clouds
631,Meylan,FR,45.2199,5.7901,66.29,67,68,3.38,broken clouds
632,Labuan,MY,5.2767,115.2417,80.96,94,20,0.0,few clouds
633,Asau,RO,46.4333,26.4,49.95,98,76,3.02,broken clouds
634,Kankan,GN,10.3854,-9.3057,88.07,32,21,3.13,few clouds
635,Kuytun,RU,54.3419,101.5036,30.85,49,40,4.34,scattered clouds
636,Malyye Derbety,RU,47.9547,44.6808,44.1,61,9,10.42,clear sky
637,Cootamundra,AU,-34.65,148.0333,58.95,69,100,17.11,light rain
638,Natchitoches,US,31.7668,-93.1335,92.25,51,0,0.0,clear sky
639,Monopoli,IT,40.9559,17.2896,66.72,86,8,5.82,clear sky
640,Manokwari,ID,-0.8667,134.0833,79.16,68,64,4.43,broken clouds
641,San Policarpo,PH,12.1791,125.5072,80.42,83,77,6.64,broken clouds
642,Nome,US,64.5011,-165.4064,31.15,93,100,10.36,light snow
643,Mahbubnagar,IN,16.7333,77.9833,85.62,49,100,5.82,overcast clouds
644,Araguaina,BR,-7.1911,-48.2072,80.4,58,91,3.06,overcast clouds
645,Steinbach,DE,50.1667,8.5667,69.31,59,0,6.91,clear sky
646,Zhigansk,RU,66.7697,123.3711,23.34,96,100,8.55,light snow
647,Leningradskiy,RU,69.3833,178.4167,34.2,88,97,4.7,overcast clouds
648,Agua Verde,MX,22.9,-106.05,86.09,61,7,12.26,clear sky
649,Dwarka,IN,22.2394,68.9678,82.72,77,33,12.86,scattered clouds
650,Bumba,CD,2.1833,22.4667,71.6,97,97,1.72,light rain
651,Port Augusta,AU,-32.5,137.7667,53.69,73,1,6.76,clear sky
652,Armeria,MX,18.9333,-103.9667,87.64,51,79,7.87,broken clouds
653,Mbulu,TZ,-3.85,35.5333,58.32,91,46,8.99,scattered clouds
654,Guaruja,BR,-23.9931,-46.2564,75.88,26,20,8.05,few clouds
655,Pahrump,US,36.2083,-115.9839,68.05,15,66,14.0,broken clouds
656,Ensenada,MX,31.8667,-116.6167,63.95,71,58,17.29,broken clouds
657,Raga,SS,8.4596,25.678,82.26,47,69,4.9,broken clouds
658,Voh,NC,-20.9667,164.7,72.95,77,99,5.84,overcast clouds
659,Mayo,US,38.8876,-76.5119,75.31,33,0,12.66,clear sky
660,Colombia,CU,20.9881,-77.4297,84.42,60,88,12.64,moderate rain
661,Bamako,ML,12.65,-8.0,91.81,40,0,5.75,clear sky
662,Kavali,IN,14.9167,79.9833,76.89,84,100,31.68,moderate rain
663,Kozhevnikovo,RU,56.2589,83.9714,38.97,56,0,5.84,clear sky
664,Havelock,US,34.8791,-76.9013,66.02,67,95,10.0,overcast clouds
665,Ha Tinh,VN,18.3333,105.9,79.32,80,100,2.8,overcast clouds
666,Rosetown,CA,51.5501,-108.0014,53.58,37,100,12.66,overcast clouds
667,Bela,IN,25.9333,81.9833,90.05,35,4,8.5,clear sky
668,Molina,CL,-35.1167,-71.2833,68.38,65,91,6.91,haze
669,Tatarsk,RU,55.219,75.9828,49.28,35,95,10.27,overcast clouds
670,Podor,MR,16.6527,-14.9587,89.35,28,7,17.87,clear sky
671,Collie,AU,-33.3667,116.15,51.67,96,67,1.03,broken clouds
672,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.97,69,16,3.71,few clouds
673,Tamandare,BR,-8.7597,-35.1047,77.77,80,97,4.85,overcast clouds
674,Mitu,CO,1.1983,-70.1733,79.52,95,100,0.58,moderate rain
675,Kirakira,SB,-10.4544,161.9205,83.14,81,100,7.49,overcast clouds
676,Bereda,ES,43.2686,-7.5406,51.57,90,11,1.21,few clouds
677,Uarini,BR,-2.99,-65.1083,83.41,77,22,3.71,few clouds
678,Fangshan,CN,39.6983,115.9925,55.24,77,100,3.13,overcast clouds
679,Inuvik,CA,68.3499,-133.7218,32.76,74,75,14.97,broken clouds
680,Saint-Leu,RE,-21.15,55.2833,72.46,82,4,4.79,clear sky
681,Nyurba,RU,63.2842,118.3319,29.88,91,33,3.94,scattered clouds
682,Hue,VN,16.4667,107.6,77.11,94,40,1.14,scattered clouds
683,Sibolga,ID,1.7427,98.7792,77.7,89,100,3.67,overcast clouds
684,Kingsville,US,27.5159,-97.8561,91.58,62,40,23.02,scattered clouds
685,Orapa,BW,-21.2833,25.3667,60.58,17,0,4.03,clear sky
686,Spanish Fork,US,40.115,-111.6549,65.7,26,40,11.5,scattered clouds
687,Nioki,CD,-2.7167,17.6833,78.22,77,100,3.11,overcast clouds
688,Manakara,MG,-22.1333,48.0167,68.38,76,0,2.51,clear sky
689,Tucuman,AR,-26.8241,-65.2226,78.8,47,0,4.61,clear sky
690,Gloversville,US,43.0528,-74.3438,74.71,46,0,8.05,clear sky
691,Illapel,CL,-31.6308,-71.1653,73.47,43,100,4.43,overcast clouds
692,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,0.0,broken clouds
693,Sparks,US,39.5349,-119.7527,46.13,47,75,19.57,broken clouds
694,Marsabit,KE,2.3284,37.9899,70.92,53,20,12.86,few clouds
695,General Roca,AR,-39.0333,-67.5833,60.58,24,65,9.98,broken clouds
696,Huangyan,CN,28.6478,121.2594,64.98,98,100,3.22,light rain
697,Aleksandrov Gay,RU,50.147,48.5704,41.47,62,2,13.53,clear sky
698,Pilar,BR,-9.5972,-35.9567,80.53,88,35,3.89,scattered clouds
699,Zhuhai,CN,22.2769,113.5678,76.86,100,40,10.36,shower rain
700,Ostersund,SE,63.1792,14.6357,43.25,93,75,5.75,broken clouds
701,Lufilufi,WS,-13.8745,-171.5986,83.98,70,16,16.13,few clouds
